date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
3/5/2014,256.7199,256.9899,251.7999,252.66,5946735,16.844,-0.86,182432770.7
3/6/2014,254.1399,257.4999,249.45,252.9399,7374719,16.8627,0.11,182506846.7
3/7/2014,252.9399,254.85,244.41,246.21,7818464,16.414,-2.66,183984730.7
3/10/2014,242.7,243,236.0601,238.8399,7745750,15.9227,-2.99,183071003.5
3/11/2014,236.4999,244.5999,232.4262,234.4101,8836348,15.6273,-1.86,179956297.9
3/12/2014,231.5001,247.5,231.1101,241.4901,9763910,16.0993,3.02,179228378.7
3/13/2014,243.7899,244.1901,234,237.7899,6236324,15.8527,-1.53,180019637.6
3/14/2014,235.29,236.9364,228.3201,230.97,8289732,15.398,-2.87,180106400.6
3/17/2014,234.9501,237.93,230.4999,233.9799,5912591,15.5987,1.3,179910748.1
3/18/2014,236.9499,241.5,235.02,240.0399,6242348,16.0027,2.59,177575606
3/19/2014,241.3899,241.5501,233.5101,235.8399,5071326,15.7227,-1.75,169064178.1
3/20/2014,236.16,239.25,233.3601,234.9099,3817904,15.6607,-0.39,158410912.3
3/21/2014,236.0199,236.1999,227.4999,228.8901,8227311,15.2593,-2.56,158709660.6
3/24/2014,229.7499,229.8999,210.27,220.17,11332949,14.678,-3.81,160982023.2
3/25/2014,224.1399,227.0499,217.8999,220.44,7865374,14.696,0.12,142283305.3
3/26/2014,221.9499,222.6,211.35,212.9601,6907305,14.1973,-3.39,128885393.6
3/27/2014,212.37,213.6,203.0001,207.3201,9505306,13.8213,-2.65,122536340.9
3/28/2014,212.7999,216.72,210.27,212.37,9684760,14.158,2.44,118840394.4
3/31/2014,216.5001,216.75,206.3901,208.4499,8380022,13.8967,-1.85,115293436.8
4/1/2014,209.0199,218.16,208.5801,216.9699,7371420,14.4647,4.09,114247958.6
4/2/2014,219.9999,230.8899,218.0499,230.2899,10782249,15.3527,6.14,117874593.9
4/3/2014,230.3001,235.7301,222,225.3999,10923729,15.0267,-2.12,120536351.3
4/4/2014,226.0101,228.27,211.2501,212.2251,11345619,14.1483,-5.85,123181717.5
4/7/2014,205.8099,216.2001,203.5101,207.5199,9855477,13.8347,-2.22,124764012.7
4/8/2014,210.0501,216.4899,206.4201,215.46,6889295,14.364,3.83,123303723
4/9/2014,216.7599,218.4501,210.8901,216.93,5157922,14.462,0.68,119849232.1
4/10/2014,216.8199,217.5,203.79,204.1899,7211491,13.6127,-5.87,120580607.3
4/11/2014,200.61,207,198.6,203.7801,9071299,13.5853,-0.2,121166782.5
4/14/2014,207.6,208.44,194.4099,198.09,7703031,13.206,-2.79,122509612.5
4/15/2014,199.0899,199.29,184.32,193.9101,13667070,12.9273,-2.11,128078153.7
4/16/2014,197.0001,199.9899,190.8201,199.11,7205318,13.274,2.68,129678647.6
4/17/2014,199.6101,202.29,194.0799,198.12,5929505,13.208,-0.5,131262348.3
4/21/2014,197.0799,206.1999,194.0001,204.3801,5266489,13.6253,3.16,129041731.9
4/22/2014,206.3601,219.33,205.0101,218.64,9809332,14.576,6.98,127899019.2
4/23/2014,216.33,216.7401,207,207.99,7295608,13.866,-4.87,127471694.7
4/24/2014,210.81,212.7999,203.1999,207.8601,5504767,13.8573,-0.06,126419791.3
4/25/2014,201.9999,206.7,197.6499,199.8501,6996657,13.3233,-3.85,124538304.6
4/28/2014,200.0001,203.79,190.5,198.51,7041982,13.234,-0.67,122556221.1
4/29/2014,198.21,207.1491,195.5301,206.9199,5787368,13.7947,4.24,120611730.7
4/30/2014,203.6001,208.1601,201.2799,207.8901,4443452,13.8593,0.47,118415754.8
5/1/2014,207.0801,214.02,205.6899,207.7299,5444669,13.8487,-0.08,114412570
5/2/2014,208.5999,211.3599,206.52,210.9099,4091393,14.0607,1.53,109288318.2
5/5/2014,209.4801,217.6899,208.5201,216.6099,5152341,14.4407,2.7,104643359.9
5/6/2014,216.6,218.6595,206.85,207.2799,5636724,13.8187,-4.31,101479295.2
5/7/2014,209.64,210.2001,197.25,201.3501,10179289,13.4233,-2.86,103946790.6
5/8/2014,182.0001,194.4,177.9999,178.59,20056392,11.906,-11.3,115120642.6
5/9/2014,179.8599,183.3999,177.2199,182.2599,8495159,12.1507,2.06,116083393.6
5/12/2014,183.87,187.1901,179.88,184.6701,7004329,12.3113,1.32,114533166.1
5/13/2014,183.7599,191.34,183,190.1601,7097241,12.6773,2.97,114078823.6
5/14/2014,188.9499,193.4799,187.1001,190.62,5414944,12.708,0.24,107889729.4
5/15/2014,189.9801,192.66,185.3001,188.5899,6046138,12.5727,-1.06,107020344.4
5/16/2014,188.9499,192.0399,187.7199,191.5599,4489311,12.7707,1.57,105940199
5/19/2014,190.7199,196.89,189.9999,196.0899,4571659,13.0727,2.36,105419076.5
5/20/2014,196.9401,199.3299,193.0701,195.3,5553876,13.02,-0.4,102227484.6
5/21/2014,196.1799,199.8699,194.79,199.4499,5290754,13.2967,2.13,100723844.2
5/22/2014,200.3499,206.88,199.5603,204.8799,6216254,13.6587,2.72,101257459.4
5/23/2014,204.5301,207.7599,202.5,207.3,4010930,13.82,1.18,99018164.25
5/27/2014,208.5201,213.87,207.6999,211.56,5346787,14.104,2.05,97746768.05
5/28/2014,210.0201,212.7699,205.26,210.24,5496277,14.016,-0.62,97528449.8
5/29/2014,210.57,212.49,207.72,210.24,3694595,14.016,0,96966807.1
5/30/2014,210.3,214.8,207.0201,207.7701,5586067,13.8513,-1.18,97072855.6
6/2/2014,207.33,209.3499,201.6699,204.6999,4668114,13.6467,-1.48,97505396.35
6/3/2014,203.49,207.9999,202.59,204.9399,3866181,13.6627,0.12,96540776.35
6/4/2014,204.3501,206.2599,200.3961,203.9901,3434501,13.5993,-0.46,94889109.2
6/5/2014,204.4701,209.1999,204.0501,206.9001,4059284,13.7933,1.43,90299105.65
6/6/2014,209.7501,210.81,207.18,208.1709,3074899,13.8781,0.61,77562986.45
6/9/2014,207.9501,209.9901,204.2001,205.3101,2813065,13.6873,-1.37,73301416.15
6/10/2014,204.4299,206.97,201.5499,202.2999,3522335,13.4867,-1.47,70689920.8
6/11/2014,201.5001,204.9999,199.251,204.4701,3980490,13.6313,1.07,68352357.65
6/12/2014,205.1001,209.88,202.71,203.52,5997143,13.568,-0.46,68789006.9
6/13/2014,204.78,206.79,201.5841,206.4201,3546788,13.7613,1.42,66914494.5
6/16/2014,206.76,225.4899,206.2599,224.61,13246349,14.974,8.81,73482272.7
6/17/2014,224.1099,235.5399,222.8499,231.6699,13304909,15.4447,3.14,80032209.9
6/18/2014,231.5001,231.7101,226.1199,227.1201,6947052,15.1413,-1.96,81077091.85
6/19/2014,228.8799,235.3101,227.0001,227.79,8801907,15.186,0.3,83710456.45
6/20/2014,228.5199,231.2901,226.2,229.59,4908076,15.306,0.79,82729323
6/23/2014,229.5099,238.9899,228.2199,237.2199,7800188,15.8147,3.32,85571266.4
6/24/2014,238.9701,241.8801,231.6279,232.5,8081108,15.5,-1.99,87622007.1
6/25/2014,233.0499,237.5499,230.2401,236.8911,5803256,15.7927,1.89,87852241.35
6/26/2014,237.1701,240.3999,234.2109,235.5999,5122971,15.7067,-0.54,88923523.3
6/27/2014,234.69,240,234.5001,239.0601,5638786,15.9373,1.47,88963062.55
6/30/2014,239.55,244.4901,239.0001,240.06,4833601,16.004,0.42,89087177.8
7/1/2014,242.46,243.4401,238.7001,239.7201,4341241,15.9813,-0.14,89443472.8
7/2/2014,240.66,242.3301,227.07,229.425,8035071,15.295,-4.29,92893900.15
7/3/2014,231.2901,231.8985,224.0001,229.2501,5166715,15.2833,-0.08,93724473.4
7/7/2014,227.4999,229.7799,220.4001,222.66,5901079,14.844,-2.87,95844108.3
7/8/2014,218.6499,220.9599,214.2699,219.0699,7846164,14.6047,-1.61,99618932.4
7/9/2014,221.2701,224.22,219.21,223.0599,4117728,14.8707,1.82,100065477.1
7/10/2014,217.1799,222.2199,216.0399,219.4599,4865245,14.6307,-1.61,100729043.4
7/11/2014,220.6101,221.6001,217.5999,218.13,3307112,14.542,-0.61,98711520.2
7/14/2014,219.99,228.7899,215.4501,226.7001,7208572,15.1133,3.93,101457858.1
7/15/2014,226.7301,227.6499,218.1,219.5799,5732030,14.6387,-3.14,95822119.05
7/16/2014,221.82,224.7999,216.8199,217.1601,4051096,14.4773,-1.1,88881759.6
7/17/2014,216.1599,220.5501,213.6,215.4,4650955,14.36,-0.81,87159686.95
7/18/2014,215.9499,221.2101,215.9301,220.02,4260617,14.668,2.14,83753719.6
7/21/2014,217.2501,223.2099,216.72,220.5399,3825250,14.7027,0.24,82941600.1
7/22/2014,222.1899,223.2999,219.1113,219.5799,2732484,14.6387,-0.44,79140822.25
7/23/2014,220.0101,224.7501,219.4299,222.4899,3088730,14.8327,1.33,75396538.9
7/24/2014,223.2501,225.0999,220.8,223.5399,3248409,14.9027,0.47,73480403.75
7/25/2014,222.72,226.9701,221.7501,223.5699,3090382,14.9047,0.01,71955962.05
7/28/2014,224.25,231.9999,221.4021,224.82,6517610,14.988,0.56,72615080.05
7/29/2014,226.6101,228.3,224.8599,225.0099,3387186,15.0007,0.08,71530268.85
7/30/2014,221.9199,229.5999,221.04,228.9201,4927821,15.2613,1.74,71970203.85
7/31/2014,229.26,231.3999,221.4999,223.2999,7749057,14.8867,-2.45,71755693.35
8/1/2014,226.0899,237.5001,225.9999,233.2701,11898129,15.5513,4.46,76804253.6
8/4/2014,234.3801,240.5001,233.2701,238.5201,5967405,15.9013,2.25,76853998.1
8/5/2014,237.4701,242.9901,235.6899,238.4901,5388580,15.8993,-0.01,75010810.15
8/6/2014,238.8999,251.4201,238.5801,248.9301,9249263,16.5953,4.38,78859461.25
8/7/2014,250.1199,256.6881,249.12,252.39,7478924,16.826,1.39,80819720.4
8/8/2014,251.16,251.76,246.5001,248.13,5099060,16.542,-1.69,82163681.35
8/11/2014,255.48,263.7399,255,259.32,8101275,17.288,4.51,82833208.6
8/12/2014,258.0801,260.3001,254.58,259.9599,6390411,17.3307,0.25,83326994.35
8/13/2014,262.0101,265.6401,259.6101,260.31,6932627,17.354,0.13,85488142.5
8/14/2014,262.4901,263.0001,258.54,261.3801,4126633,17.4253,0.41,85094901
8/15/2014,261.48,262.0899,258.5001,262.0101,3867873,17.4673,0.24,84800343
8/18/2014,263.25,267.2601,259.7499,259.9401,5849230,17.3293,-0.79,86318327.95
8/19/2014,258.87,259.3299,251.6199,256.7601,5340135,17.1173,-1.22,88274066.1
8/20/2014,254.67,258.7401,252.9999,255.7101,3027862,17.0473,-0.41,88228415.1
8/21/2014,256.5201,258.8001,253.26,254.34,2919240,16.956,-0.54,87981538.35
8/22/2014,254.5401,256.95,252.6099,256.7799,2836958,17.1187,0.96,87791470.35
8/25/2014,258.1899,263.6799,258.1899,262.5501,4318052,17.5033,2.25,86141801.9
8/26/2014,264.9801,265.5,261.66,261.7401,3822571,17.4493,-0.31,86468340.6
8/27/2014,263.4999,264.24,260.2899,263.25,2990531,17.55,0.58,85015373.15
8/28/2014,261.8901,264.48,261.6399,263.8599,2854736,17.5907,0.23,81344632.55
8/29/2014,268.7001,272.0001,267.51,269.7,6453957,17.98,2.21,77261503.75
9/2/2014,275.4999,284.8899,274.2999,284.1201,9852351,18.9413,5.35,80175213.15
9/3/2014,287.67,288,280.1001,281.19,6779734,18.746,-1.03,81218578.65
9/4/2014,284.01,291.42,280.4001,286.0401,8341748,19.0693,1.72,80537942.4
9/5/2014,282.5499,282.9,272.5101,277.3899,11176169,18.4927,-3.02,83310876.05
9/8/2014,277.62,284.88,277.5228,282.1101,5505039,18.8073,1.7,83615360.25
9/9/2014,282.99,285.4899,276.9999,278.4801,4567957,18.5653,-1.29,80965371.85
9/10/2014,279.5001,281.4099,273.66,281.1,3785987,18.74,0.94,79012053.95
9/11/2014,280.4601,284.79,278.6301,280.3101,3768583,18.6873,-0.28,76639021.1
9/12/2014,280.5,282.39,276.9999,279.2001,3328301,18.6133,-0.4,76040272.15
9/15/2014,274.3701,274.4001,249.1299,253.86,16464950,16.924,-9.08,85488079.5
9/16/2014,255.15,262.4601,252.42,260.7399,8303971,17.3827,2.71,87329135.2
9/17/2014,262.41,264.6999,259.5,261.3801,5179922,17.4253,0.25,87208975.5
9/18/2014,263.3601,265.5999,262.32,263.82,3699313,17.588,0.93,87712563.75
9/19/2014,257.9901,261.4299,255.27,259.32,6811713,17.288,-1.71,90631918.4
9/22/2014,255,256.02,244.71,250.0299,8222963,16.6687,-3.58,94671422
9/23/2014,245.22,253.8,245.0001,250.41,5660047,16.694,0.15,95677918.2
9/24/2014,251.1201,252.84,247.0401,252.1401,3754375,16.8093,0.69,95626771.25
9/25/2014,252.5199,254.9601,246.0999,246.9501,4843711,16.4633,-2.06,97016656.2
9/26/2014,248.25,249.7299,246.0699,246.6,3798840,16.44,-0.14,97724734.15
9/29/2014,243.9999,248.64,241.38,245.2599,4854686,16.3507,-0.54,96525280.95
9/30/2014,246.9201,247.65,240.1248,242.6799,4248126,16.1787,-1.05,92322112.35
10/1/2014,242.1999,242.6601,235.65,240.24,5946509,16.016,-1.01,91697193.6
10/2/2014,250.2,252.7899,245.3601,251.4201,9001999,16.7613,4.65,92192381.85
10/3/2014,253.0599,256.5,251.0331,255.21,5408664,17.014,1.51,87866753.25
10/6/2014,259.1301,262.4901,257.7999,260.6199,7719055,17.3747,2.12,89527265.2
10/7/2014,258.5301,261.4599,255.7299,259.5699,4491568,17.3047,-0.4,89469973.45
10/8/2014,260.1,262.8801,252.6399,259.2801,5062613,17.2853,-0.11,90427442.9
10/9/2014,262.2501,265.5399,254.4,257.01,7361315,17.134,-0.88,93121991.75
10/10/2014,244.6401,245.8899,235.2,236.91,12898279,15.794,-7.82,100299474.9
10/13/2014,238.5699,238.9629,221.0001,224.5899,11276549,14.9727,-5.2,96408174.35
10/14/2014,228.2499,232.47,222.9999,227.0601,7112338,15.1373,1.1,95514449.6
10/15/2014,219.9999,230.9901,217.32,229.7001,9151647,15.3133,1.16,98493243.2
10/16/2014,219.72,229.92,219.0999,226.35,5404564,15.09,-1.46,99772181.35
10/17/2014,233.3799,234.7701,226.5501,227.4801,10551849,15.1653,0.5,102577283.2
10/20/2014,226.7199,232.4001,225.51,230.4699,3499685,15.3647,1.31,99034824.85
10/21/2014,234.27,235.3899,230.7999,235.3401,4130344,15.6893,2.11,97887547.65
10/22/2014,233.19,237.39,230.5599,231.0999,4123396,15.4067,-1.8,98164313.35
10/23/2014,234.6549,236.28,231.9999,235.29,3499881,15.686,1.81,97156440.9
10/24/2014,236.2701,237.8001,231.2001,235.2399,3466926,15.6827,-0.02,96907505.45
10/27/2014,234.2499,234.6099,220.3101,221.67,9553347,14.778,-5.77,100431501.1
10/28/2014,229.5999,244.5999,228.2499,242.7699,10516299,16.1847,9.52,105132630.6
10/29/2014,241.1301,241.5,235.6401,238.1001,4967639,15.8733,-1.92,104398478.2
10/30/2014,238.14,240.5001,235.0599,238.6599,3228370,15.9107,0.24,100068256.6
10/31/2014,242.5101,243.12,238.7499,241.7001,3775326,16.1133,1.27,98843253.2
11/3/2014,243,247.56,241.32,242.5899,4207267,16.1727,0.37,96209412.3
11/4/2014,240.4899,242.3499,236.5299,238.9299,3682571,15.9287,-1.51,95602664.6
11/5/2014,240.9999,241.3599,230.5299,230.97,9045924,15.398,-3.33,98590147.7
11/6/2014,234.4899,246.69,228.5001,241.2201,15354719,16.0813,4.44,104585200.5
11/7/2014,242.19,242.8398,237.2001,240.2001,5161021,16.0133,-0.42,98782257.25
11/10/2014,239.1099,242.88,236.7999,241.9299,4577207,16.1287,0.72,93757750.95
11/11/2014,242.55,251.82,242.0001,251.0799,7952564,16.7387,3.78,94387920.45
11/12/2014,249.72,252.3399,245.58,249.0999,5870817,16.6067,-0.79,91927298.05
11/13/2014,250.62,255.75,250.2501,251.7,6236035,16.78,1.04,92550901.3
11/14/2014,249.9999,258.8499,248.4999,258.6801,6101144,17.2453,2.77,89212872.7
11/17/2014,257.49,258.9999,252.0201,253.98,4025694,16.932,-1.82,89607379.4
11/18/2014,255.8601,259.9899,255.51,257.7,4474293,17.18,1.46,89865341.15
11/19/2014,250.6101,251.88,245.6001,247.74,7918484,16.516,-3.86,92711657.05
11/20/2014,247.95,250.9299,246,248.7099,3587219,16.5807,0.39,92777160.55
11/21/2014,252.21,252.78,242.1699,242.7801,7485059,16.1853,-2.38,95790760.15
11/24/2014,245.1999,247.5999,240.6399,246.72,4789707,16.448,1.62,92218030.3
11/25/2014,247.35,249.72,246.0906,248.0901,3159803,16.5393,0.56,86700658.55
11/26/2014,248.34,249,246.6003,248.4399,1981818,16.5627,0.14,84461292.9
11/28/2014,245.3499,246.69,242.52,244.5201,2119687,16.3013,-1.58,83629780.7
12/1/2014,241.1601,242.4699,229.0101,231.6399,8619351,15.4427,-5.27,87262799.25
12/2/2014,234.57,234.8799,228,231.4299,5887045,15.4287,-0.09,88522632.7
12/3/2014,226.2501,229.7199,225.5001,229.2999,5307732,15.2867,-0.92,89741503.4
12/4/2014,228.6,230.9001,227.8101,228.2799,3879207,15.2187,-0.44,85866465.8
12/5/2014,228.6699,229.389,222.2601,223.71,6063618,14.914,-2,78898140.35
12/8/2014,221.5401,224.8599,212.34,214.3599,9225619,14.2907,-4.18,81946588.7
12/9/2014,209.34,217.7295,204.27,216.8901,9431500,14.4593,1.18,85587308.3
12/10/2014,214.1301,216.7701,207.6999,209.8401,7314139,13.9893,-3.25,85108489.55
12/11/2014,210.5301,215.43,208.23,208.8801,6694397,13.9253,-0.46,85726174.55
12/12/2014,204.8199,211.68,204.5001,207,7173781,13.8,-0.9,86429484
12/15/2014,209.2899,209.7999,202.6701,204.0399,5218251,13.6027,-1.43,85767314.3
12/16/2014,200.8899,203.6799,195.3699,197.8101,8426104,13.1873,-3.05,89067621.65
12/17/2014,193.0599,206.6499,192.6501,205.8201,7367833,13.7213,4.05,91237776.55
12/18/2014,212.3799,218.4399,211.8,218.2599,7483348,14.5507,6.04,90911424.55
12/19/2014,220.1901,220.4001,214.5,219.2901,6910460,14.6193,0.47,93403855.15
12/22/2014,219.9999,224.0601,218.2599,222.6,4806916,14.84,1.51,91395248
12/23/2014,223.8099,224.3151,219.5241,220.9701,4513320,14.7313,-0.73,91187957.75
12/24/2014,219.7701,222.5001,219.2499,222.2601,1333517,14.8173,0.58,89818243.3
12/26/2014,221.5101,228.5001,221.4999,227.82,3327015,15.188,2.5,90827141
12/29/2014,226.8999,227.91,224.0199,225.7101,2811827,15.0473,-0.93,91346245.95
12/30/2014,223.9899,225.654,221.4,222.2301,2903241,14.8153,-1.54,87059163.65
12/31/2014,223.0899,225.6801,222.2499,222.4101,2402096,14.8273,0.08,84445452
1/2/2015,222.87,223.2501,213.2601,219.3099,4764442,14.6207,-1.39,84037984.5
1/5/2015,214.5501,216.5001,207.1626,210.09,5368476,14.006,-4.2,85154936.2
1/6/2015,210.06,214.2,204.21,211.2801,6261935,14.0853,0.57,85303673.95
1/7/2015,213.3501,214.7799,209.7801,210.9501,2968389,14.0633,-0.16,80610751.65
1/8/2015,212.8101,213.7998,210.0099,210.615,3442508,14.041,-0.16,76119007.85
1/9/2015,208.92,209.9799,204.96,206.6601,4668293,13.7773,-1.88,74134623.45
1/12/2015,203.0499,204.4701,199.2501,202.2099,5950279,13.4807,-2.15,73576534.95
1/13/2015,203.3199,207.6099,200.9109,204.2499,4477319,13.6167,1.01,71554188.55
1/14/2015,185.8299,195.2001,185.0001,192.69,11551859,12.846,-5.66,76304394.3
1/15/2015,194.49,195.75,189.9999,191.8701,5216523,12.7913,-0.43,73897208.7
1/16/2015,190.7001,194.49,189.6501,193.0701,3603157,12.8713,0.63,71073701.85
1/20/2015,193.8699,194.1198,187.0401,191.9301,4503181,12.7953,-0.59,68838576.7
1/21/2015,189.5499,198.6801,189.51,196.5699,4153042,13.1047,2.42,66770513.3
1/22/2015,197.0001,203.2401,195.2001,201.6201,4116904,13.4413,2.57,66253004.3
1/23/2015,200.2899,203.4999,198.33,201.2901,3442370,13.4193,-0.16,65449791.85
1/26/2015,201.8301,208.62,201.0501,206.55,3234521,13.77,2.61,66875544.8
1/27/2015,204.42,208.0299,203.3001,205.98,2781023,13.732,-0.28,66466050.8
1/28/2015,206.1099,206.3679,198.42,199.3701,3149605,13.2913,-3.21,66719384.3
1/29/2015,201.0699,205.98,196.5,205.2,3548105,13.68,2.92,67203032.3
1/30/2015,203.9601,207.4701,203.0001,203.6001,3006958,13.5733,-0.78,67656678.8
2/2/2015,203.97,211.95,203.3001,210.9399,4149185,14.0627,3.61,67195236.05
2/3/2015,213.2199,220.3701,211.2699,218.3601,4826243,14.5573,3.52,66788561.35
2/4/2015,218.2899,221.4789,216.8001,218.55,3305376,14.57,0.09,64571142.2
2/5/2015,219.8799,225.48,219.6381,220.9899,3522946,14.7327,1.12,64987059.95
2/6/2015,222,223.4001,216.5001,217.3599,3243930,14.4907,-1.64,64838126.45
2/9/2015,215.3799,217.9299,211.9899,217.4799,3472422,14.4987,0.06,63941223.25
2/10/2015,217.5501,220.5,215.0001,216.2901,5390541,14.4193,-0.55,63521419.75
2/11/2015,212.2101,214.74,207.2799,212.7999,9769100,14.1867,-1.61,67490255.35
2/12/2015,193.5699,203.0883,193.2801,202.8801,15649609,13.5253,-4.66,70563567.75
2/13/2015,202.8999,205.9899,200.91,203.7699,6191002,13.5847,0.44,71294426.95
2/17/2015,205.7001,205.7001,201.5001,204.3501,3979646,13.6233,0.28,71576793.65
2/18/2015,204.1701,206.1699,202.5999,204.4599,2713597,13.6307,0.05,70234605.7
2/19/2015,204.9999,212.4399,203.7501,211.7049,5154147,14.1137,3.54,70985434.45
2/20/2015,210.78,217.5999,209.8101,217.11,5982088,14.474,2.55,72384322.4
2/23/2015,215.6601,218.1999,206.3301,207.3351,8499775,13.8223,-4.5,76177375.95
2/24/2015,207.2901,207.2901,201.6999,204.1101,6603559,13.6073,-1.56,78704154.35
2/25/2015,204.9399,207.1401,202.5801,203.76,3909519,13.584,-0.17,79550526.3
2/26/2015,204,211.0899,202.2201,207.1899,6472854,13.8127,1.68,82042962.95
2/27/2015,206.9001,208.5501,202.8,203.34,3882083,13.556,-1.86,82293446.4
3/2/2015,202.7001,203.34,195.825,197.325,7922064,13.155,-2.96,85979775.75
3/3/2015,196.8099,200.2434,195.3201,199.56,4432328,13.304,1.13,86192133
3/4/2015,199.2501,202.5201,197.2101,202.4349,4221961,13.4957,1.44,85738921.5
3/5/2015,202.8501,206.19,200.1501,200.6301,4877014,13.3753,-0.89,86917649.95
3/6/2015,199.2099,200.7501,192.1509,193.8801,6712387,12.9253,-3.36,89309730.6
3/9/2015,194.3901,194.49,188.25,190.8801,6736723,12.7253,-1.55,91929325.25
3/10/2015,188.46,193.5,187.5999,190.32,5579690,12.688,-0.29,93509776.15
3/11/2015,191.1501,196.1799,191.01,193.74,4974870,12.916,1.8,93198022.95
3/12/2015,193.7499,194.4501,189.75,191.07,4149293,12.738,-1.38,88983167.85
3/13/2015,188.9499,191.7501,187.32,188.6799,5434297,12.5787,-1.25,81321684.15
3/16/2015,192,195.9099,189.8001,195.6999,5628782,13.0467,3.72,80900019.15
3/17/2015,195.4299,198.7101,193.9401,194.73,4894051,12.982,-0.5,81585822.9
3/18/2015,194.9601,200.88,193.11,200.7099,4820935,13.3807,3.07,83166326.35
3/19/2015,201.9999,204.5901,194.5299,195.6501,8475243,13.0433,-2.52,85657148.2
3/20/2015,197.4501,198.99,195.621,198.0801,4269466,13.2053,1.24,84372681.75
3/23/2015,198.5001,200.4999,197.4699,199.6299,2631625,13.3087,0.78,79971569.45
3/24/2015,201.5799,203.79,199.7499,201.72,3649859,13.448,1.05,77756294.55
3/25/2015,198.27,198.5901,192.6999,194.3001,5730388,12.9533,-3.68,79121946.25
3/26/2015,193.92,194.79,189.6999,190.4049,4127955,12.6937,-2,77363272.05
3/27/2015,189.0699,189.2898,181.4001,185.0001,8604947,12.3333,-2.84,80905419.9
3/30/2015,185.85,192.2499,181.8,190.5699,10089519,12.7047,3.01,82531011.05
3/31/2015,193.53,193.7601,188.4099,188.7699,5026568,12.5847,-0.94,82976691.05
4/1/2015,188.7,192.3,186.0501,187.59,3794620,12.506,-0.63,82656185.35
4/2/2015,190.23,193.23,189.9999,191.0001,5010367,12.7333,1.82,82756200.1
4/6/2015,198,207.75,197.4999,203.1,12455809,13.54,6.34,87063766.4
4/7/2015,202.5099,205.0599,201.1401,203.25,4347863,13.55,0.07,85272121.45
4/8/2015,208.2,210.9,205.8699,207.6699,6303116,13.8447,2.17,85814690.95
4/9/2015,208.4301,210.3699,206.1201,210.09,3800224,14.006,1.17,84933706.45
4/10/2015,209.85,211.65,209.0001,210.9,4067675,14.06,0.39,84872492.95
4/13/2015,210.435,213,209.0499,209.7801,3758229,13.9853,-0.53,83615442.05
4/14/2015,208.5699,209.49,205.5,207.4599,3025962,13.8307,-1.11,81663327.15
4/15/2015,207.4599,209.5899,206.6001,207.8301,1952377,13.8553,0.18,79457071.75
4/16/2015,207.6999,209.1699,206.2899,206.7,1659058,13.78,-0.54,77085664.1
4/17/2015,204.99,206.88,203.4999,206.79,2469925,13.786,0.04,72581675.8
4/20/2015,206.7801,207.8499,203.85,205.2699,2559250,13.6847,-0.73,71299013.85
4/21/2015,205.8,210.75,204.3099,209.4099,3432540,13.9607,2.02,71899700.1
4/22/2015,212.4999,221.88,211.6899,219.4401,7863036,14.6293,4.79,75059582.7
4/23/2015,218.2701,221.4801,217.1502,218.6001,4411183,14.5733,-0.38,74070179
4/24/2015,220.5,220.8,218.01,218.4249,2427842,14.5617,-0.08,72795094.3
4/27/2015,222.5601,238.7499,222,231.5499,11672629,15.4367,6.01,75095855.7
4/28/2015,234.75,235.5,228.03,230.4801,6085378,15.3653,-0.46,72092750.1
4/29/2015,230.0499,234.9699,227.6301,232.4499,3936076,15.4967,0.86,71274881.1
4/30/2015,230.3901,232.89,225.1701,226.05,3911856,15.07,-2.75,71362808.05
5/1/2015,229.9401,231.7701,220.4049,226.0299,5281688,15.0687,-0.01,71566298.8
5/4/2015,228.18,234.7299,227.1099,230.5101,4434595,15.3673,1.98,65550388.55
5/5/2015,237.7599,239.4999,229.1301,232.95,5796872,15.53,1.06,66637145.25
5/6/2015,234.0999,234.4701,228.2001,230.43,5270932,15.362,-1.08,65863007.3
5/7/2015,221.0001,237.48,220.2501,236.7999,9455908,15.7867,2.76,70104770.15
5/8/2015,235.9899,238.41,233.7,236.61,4668235,15.774,-0.08,70555190.15
5/11/2015,236.2899,242.88,235.3101,239.49,5672261,15.966,1.22,71990714.05
5/12/2015,240.1101,246.3501,238.1901,244.74,6363428,16.316,2.19,74493813.45
5/13/2015,247.6101,248.3001,242.25,243.18,5440164,16.212,-0.64,77109653.55
5/14/2015,244.8201,244.89,241.2501,244.1001,2895935,16.2733,0.38,78037311.25
5/15/2015,243.93,249.3999,242.4999,248.8401,4527562,16.5893,1.94,79580538.95
5/18/2015,246.9999,249.9,246,248.7501,3353211,16.5833,-0.04,80176009.7
5/19/2015,248.43,251.0001,246.15,247.14,3674230,16.476,-0.65,80357277.2
5/20/2015,247.1301,247.74,241.3722,244.35,3755568,16.29,-1.13,77276676.35
5/21/2015,243.03,246.6201,242.3574,245.6199,1970642,16.3747,0.52,75446270.7
5/22/2015,245.3799,248.6001,245.01,247.7301,2223088,16.5153,0.86,75292705.25
5/26/2015,247.68,252,246.5001,247.455,3498681,16.497,-0.11,69162244.55
5/27/2015,248.5101,249.5001,245.55,247.4301,3408199,16.4953,-0.01,67154360.4
5/28/2015,247.0299,251.7999,245.0499,251.4501,3647282,16.7633,1.62,66937764.95
5/29/2015,251.0001,252.8676,249.4299,250.8,3789282,16.72,-0.26,66845834.5
